"",GeneID,Length,EntrezGene,Symbol,RefSeq,logFC,logCPM,PValue,padj
ENSRNOG00000014142,ENSRNOG00000014142.6,1705,316290,Ogfrl1,NM_001025708,0.68703477918566,3.06498136790344,2.28419707644694e-9,1.10035122542948e-8
ENSRNOG00000049127,ENSRNOG00000049127.2,2179,684800,Smap1,NM_001427332,-0.308786466546459,6.71415652683107,0.000232188953588554,0.000599230761830176
ENSRNOG00000028087,ENSRNOG00000028087.5,315,,,,0.808991816729651,3.42609065135323,1.77184333342912e-22,2.07123406194446e-21
ENSRNOG00000011124,ENSRNOG00000011124.7,2715,,,,-0.264304627619849,9.64308128685813,0.0000824070715395697,0.000228864511182811
ENSRNOG00000011756,ENSRNOG00000011756.5,7863,363210,Phf3,NM_001108791,0.221610100890841,6.7042533285463,0.00011847726096011,0.000321393752616232
ENSRNOG00000050004,ENSRNOG00000050004.2,2250,,,,0.702516426864994,-0.0263761320899998,0.00523096744651036,0.0106462320432207
ENSRNOG00000052376,ENSRNOG00000052376.1,2009,363212,Bend6,NM_001108792,-1.34760496352939,3.64859221496804,1.51863590274741e-50,4.80693336887903e-49
ENSRNOG00000012718,ENSRNOG00000012718.7,3932,316312,Zfp451,NM_001033705,0.254254438117985,4.73070223912328,6.31113811187501e-6,0.000020587675007773
ENSRNOG00000012709,ENSRNOG00000012709.4,1554,690038,Bag2,NM_001128195,-0.572679381941939,5.63041749686107,2.46828622450481e-22,2.84694843731569e-21
ENSRNOG00000012629,ENSRNOG00000012629.4,4002,367242,Rab23,NM_001109005,-0.161624046415809,6.59141135621704,0.00116429921155687,0.00267781092717725
ENSRNOG00000013415,ENSRNOG00000013415.7,1377,301333,Ptpn18,NM_001013111,1.40576103578421,-0.831108134508046,0.00836749309255229,0.0162702558534565
ENSRNOG00000023467,ENSRNOG00000023467.6,4034,690188,Fam168b,NM_001271134,0.39973850022677,7.19102650552229,3.29429108112873e-14,2.33855870705421e-13
ENSRNOG00000014516,ENSRNOG00000014516.6,3269,316325,Hs6st1,NM_001108210,0.544054384502845,7.21591323608142,6.82903337889359e-25,9.02552133126604e-24
ENSRNOG00000014901,ENSRNOG00000014901.5,9177,171129,Uggt1,NM_133596,-0.121428956091151,7.19732526036898,0.018522216743743,0.033215885776129
ENSRNOG00000015417,ENSRNOG00000015417.7,4558,316328,Kansl3,NM_001034835,0.701387722992266,5.88224168426257,3.83065942549094e-37,8.18309125963118e-36
ENSRNOG00000015699,ENSRNOG00000015699.7,2197,301343,Lman2l,NM_001106900,0.721735793533311,3.98895267719521,2.49073966005532e-19,2.44731499978787e-18
ENSRNOG00000015886,ENSRNOG00000015886.7,4674,363216,Cnnm4,NM_001271050,0.909440980049864,2.74839337135638,6.28617793613296e-16,5.0000901265948e-15
ENSRNOG00000016032,ENSRNOG00000016032.6,4107,301345,Cnnm3,NM_001106901,0.444162719843611,4.58880401042599,3.47035969968462e-8,1.47134761089992e-7
ENSRNOG00000016254,ENSRNOG00000016254.6,4275,301346,Sema4c,NM_001106902,0.272690112444337,4.50116583618367,0.00195832203241929,0.00433431938976069
ENSRNOG00000016660,ENSRNOG00000016660.5,484,94194,Cox5b,NM_053586,-0.268998433781985,6.80644492005882,0.000432926240523875,0.00106836763948434
ENSRNOG00000016789,ENSRNOG00000016789.6,3832,316333,Actr1b,NM_001039028,-0.183070741545968,6.33682223258015,0.00038540157641638,0.000959283205643931
ENSRNOG00000017265,ENSRNOG00000017265.7,5445,316335,Tmem131,NM_001427652,-0.157876312149675,6.15764022391045,0.00338368019160947,0.00715330011840099
ENSRNOG00000058681,ENSRNOG00000058681.1,2688,,,,1.02393071354687,-0.386259854055097,0.00467492612572755,0.00961892109964374
ENSRNOG00000018467,ENSRNOG00000018467.7,1393,363219,Mitd1,NM_001009714,-0.890126251110939,3.76171819717927,5.34800504359952e-23,6.44176732619147e-22
ENSRNOG00000049330,ENSRNOG00000049330.2,2930,301352,Mrpl30,NM_001106903,-0.21332665973898,5.69074743120424,0.00209082565684764,0.0046055301726304
ENSRNOG00000018593,ENSRNOG00000018593.4,1242,280671,Txndc9,NM_172032,-0.214330687537989,5.64029143690784,0.000175415133260693,0.000462788850147717
ENSRNOG00000018623,ENSRNOG00000018623.6,4519,316344,Rev1,NM_001394129,0.320252306878308,5.57087802878821,2.56917982604122e-7,9.8640568009514e-7
ENSRNOG00000018830,ENSRNOG00000018830.7,4085,363220,Aff3,NM_001413892,0.412309457110792,5.34712486821495,8.37375102724386e-11,4.58505861934079e-10
ENSRNOG00000023312,ENSRNOG00000023312.4,6611,301361,Lonrf2,XM_006244869,-5.43245697727939,0.46563045864574,6.74691630449376e-36,1.40449320789041e-34
ENSRNOG00000013583,ENSRNOG00000013583.6,4979,680133,Tbc1d8,NM_001191067,0.315092181505722,3.08194663229345,0.00121425622703175,0.00278209359305373
ENSRNOG00000013946,ENSRNOG00000013946.6,1185,363222,Rnf149,NM_001431286,-0.609799981765798,5.18322798170695,8.81286581710443e-27,1.27804991305791e-25
ENSRNOG00000014013,ENSRNOG00000014013.7,5753,301363,Map4k4,NM_001106904,0.277777508424359,8.36647963140786,1.16822502793888e-6,4.16570776423472e-6
ENSRNOG00000014504,ENSRNOG00000014504.6,3951,25663,Il1r1,NM_001412593,-2.10554883110859,6.02186242684949,1.88169010419726e-196,6.68916707810023e-194
ENSRNOG00000014683,ENSRNOG00000014683.3,4324,171106,Il1rl2,NM_133575,-1.21969208213255,-0.0310550742897083,5.85618099950193e-6,0.0000191757424131069
ENSRNOG00000054218,ENSRNOG00000054218.1,5305,373540,Il18rap,NM_184047,-2.27696764368146,3.42551316368946,8.09833283270498e-96,6.72307104147436e-94
ENSRNOG00000023129,ENSRNOG00000023129.4,3139,316356,Mfsd9,NM_001108215,-0.285322763179341,2.48148044722873,0.0104215867531903,0.0198005863705948
ENSRNOG00000024562,ENSRNOG00000024562.6,5605,301373,Tgfbrap1,NM_001106907,0.39927321726989,5.23793416182127,8.51067816176323e-13,5.46512468896181e-12
ENSRNOG00000016866,ENSRNOG00000016866.3,1061,63839,Fhl2,NM_001412599,0.609412675760906,6.3521620482438,2.48303715297817e-30,4.18284654786018e-29
ENSRNOG00000017155,ENSRNOG00000017155.7,2531,316369,Nck2,NM_001108216,0.70359038896892,4.92645242014327,8.57902883506655e-28,1.30846706016901e-26
ENSRNOG00000011658,ENSRNOG00000011658.4,1949,301381,Tex30,NM_001395634,0.273429766773596,4.09534256080466,0.00271353317308801,0.00584077377917904
ENSRNOG00000022894,ENSRNOG00000022894.4,1509,102548228,Bivm,NM_001305447,-0.478001145553226,4.01207082880966,4.93108624309608e-8,2.05299038060913e-7
ENSRNOG00000022812,ENSRNOG00000022812.6,3606,301382,Ercc5,NM_001106910,0.36283437582986,5.03221894890442,4.21669340334931e-6,0.0000140664671183914
ENSRNOG00000003357,ENSRNOG00000003357.4,4765,84032,Col3a1,NM_032085,-1.06554883147816,14.1237148571356,4.24599179585064e-121,5.35149365978848e-119
ENSRNOG00000003736,ENSRNOG00000003736.7,4482,85250,Col5a2,NM_001399195,-0.611085564262126,11.3080493610935,1.04856164883147e-35,2.16328254455349e-34
ENSRNOG00000049995,ENSRNOG00000049995.2,1443,,,,-0.278727273682543,4.07588907266626,0.00240404430154351,0.0052298242894397
ENSRNOG00000003872,ENSRNOG00000003872.3,3236,170840,Slc40a1,NM_133315,-0.335964158409597,5.46081686415913,4.16625862808909e-7,1.57044615605838e-6
ENSRNOG00000003942,ENSRNOG00000003942.5,2133,299507,Asnsd1,NM_001106763,-0.123803755545033,6.79329119808173,0.016727457035334,0.0303110004362658
ENSRNOG00000004001,ENSRNOG00000004001.6,1800,314548,Osgepl1,NM_001394068,0.41978658863557,3.86404828377366,6.69575148036545e-6,0.0000217451156064152
ENSRNOG00000042961,ENSRNOG00000042961.2,369,,,,1.17742242103862,1.12021383969648,4.23378077168841e-10,2.1619571498596e-9
ENSRNOG00000004076,ENSRNOG00000004076.6,2973,494322,Pms1,NM_001009535,0.500772059214464,5.20606332612691,1.70052853675447e-14,1.22728410377741e-13
ENSRNOG00000028557,ENSRNOG00000028557.6,1947,301384,Hibch,NM_001013112,0.401301759684655,3.28683716355235,0.00105579862627536,0.00244326358782867
ENSRNOG00000012375,ENSRNOG00000012375.5,2114,316376,Inpp1,NM_001012131,-0.296609461279382,3.8221339170223,0.000212903633898964,0.000553685233610062
ENSRNOG00000012663,ENSRNOG00000012663.7,4973,301388,Mfsd6,NM_001106911,0.742150073342427,4.68848035158811,2.19400746161353e-26,3.11976609721129e-25
ENSRNOG00000012924,ENSRNOG00000012924.5,3296,503257,Nemp2,NM_001134642,0.533465521518992,2.85766910901636,7.81417538233034e-6,0.0000251650934960808
ENSRNOG00000012959,ENSRNOG00000012959.7,4524,64824,Nab1,NM_022856,0.907731352585363,6.5818446619555,3.48287470375736e-52,1.17772133885102e-50
ENSRNOG00000056246,ENSRNOG00000056246.1,7023,24398,Gls,NM_001109968,0.764919008299197,8.08723667398524,1.93377310329794e-27,2.90723805847046e-26
ENSRNOG00000014079,ENSRNOG00000014079.7,7611,25124,Stat1,NM_001034164,0.508469708091117,7.48237732650965,5.84266938276874e-25,7.73665409003876e-24
ENSRNOG00000025895,ENSRNOG00000025895.5,3189,316384,Cavin2,NM_001007712,0.144280731964965,7.90100143680527,0.0232163049535941,0.0407637856986611
ENSRNOG00000016623,ENSRNOG00000016623.6,3501,363228,Tmeff2,NM_001108795,0.540682905543379,2.9887408331738,1.94212235832951e-8,8.45918453530643e-8
ENSRNOG00000011677,ENSRNOG00000011677.8,5664,363229,Slc39a10,NM_001108796,0.202664577504854,4.92721293396262,0.00411413377019764,0.00857977596119435
ENSRNOG00000060984,ENSRNOG00000060984.2,11139,252893,Dnah7,NM_001419550,1.38279537173955,1.89915411968528,8.25892908244294e-15,6.10676228261274e-14
ENSRNOG00000012502,ENSRNOG00000012502.4,3252,170904,Stk17b,NM_133392,0.794070581711706,6.63681683829802,3.11238215894517e-40,7.4141007305182e-39
ENSRNOG00000013257,ENSRNOG00000013257.5,5296,316395,Hecw2,NM_001108218,0.602850165150402,2.01854859647272,4.96298541777701e-7,1.85813745158143e-6
ENSRNOG00000002091,ENSRNOG00000002091.6,6274,316810,Gtf3c3,NM_001108239,0.175038783278925,4.95901452218564,0.00970487532158777,0.0185917357273031
ENSRNOG00000013388,ENSRNOG00000013388.5,3251,316400,Pgap1,NM_201990,-0.207378185447241,4.39429565268771,0.010614732088558,0.0201041865677278
ENSRNOG00000032740,ENSRNOG00000032740.3,240,686092,Tmem258b,NM_001408694,-0.399286530353196,2.17074585045924,0.0156903326677166,0.0285998911524089
ENSRNOG00000014525,ENSRNOG00000014525.5,2227,63868,Hspd1,NM_022229,0.209497213259985,9.8021306914086,0.000339552658052177,0.000852664019423181
ENSRNOG00000051624,ENSRNOG00000051624.1,267,25462,Hspe1,NM_012966,0.367591379094758,7.142048254105,0.000254811229115353,0.00065311571093645
ENSRNOG00000014980,ENSRNOG00000014980.4,2494,171050,Mob4,NM_133528,0.254509957987988,6.19873822475872,0.00159250121895225,0.00357661378576932
ENSRNOG00000015594,ENSRNOG00000015594.8,1491,363231,Rftn2,NM_001431326,-0.790000989645627,1.95583115280609,3.47815961879248e-7,1.31787933738559e-6
ENSRNOG00000032659,ENSRNOG00000032659.4,4728,84587,Plcl1,NM_053456,1.51741762239567,4.62888496921351,2.4371377471705e-71,1.32503834222635e-69
ENSRNOG00000010188,ENSRNOG00000010188.6,6203,501145,Satb2,NM_001109306,-0.331726541607767,3.31667845714972,0.0000714652145141149,0.000200443806195365
ENSRNOG00000010185,ENSRNOG00000010185.5,2969,316406,C9h2orf69,NM_001108219,-0.346316925051726,3.81913443158342,0.000151251084975486,0.000402948701402795
ENSRNOG00000016012,ENSRNOG00000016012.7,2587,316426,Spats2l,NM_001014102,0.320467756872365,6.90187288779244,3.06201371968608e-10,1.58461210189354e-9
ENSRNOG00000015354,ENSRNOG00000015354.8,4951,54349,Aox1,NM_019363,-0.968128918285863,1.18398704149743,3.9390475651001e-7,1.48803693303945e-6
ENSRNOG00000013977,ENSRNOG00000013977.4,1777,363232,Bzw1,NM_198789,-0.261752112355571,7.71793113214818,4.47685927543671e-6,0.0000148806466062466
ENSRNOG00000025768,ENSRNOG00000025768.6,1774,301434,Clk1,NM_001106913,0.626634799726513,6.28240572291746,1.88289115292226e-16,1.54646936872714e-15
ENSRNOG00000013636,ENSRNOG00000013636.5,1027,301432,Ppil3,NM_175707,-0.229954620716943,3.80051882179442,0.0106841026045693,0.0202272836965382
ENSRNOG00000013446,ENSRNOG00000013446.7,1722,301431,Nif3l1,NM_001024763,-0.368000605719075,3.27705963370985,0.000106054866015523,0.0002896089545872
ENSRNOG00000012558,ENSRNOG00000012558.7,3006,301430,Orc2,NM_001012003,0.459031928748052,5.43744223468643,7.84018871206901e-13,5.04860085016836e-12
ENSRNOG00000025079,ENSRNOG00000025079.4,1874,316415,Hycc2,NM_001025710,-0.412527799400065,1.70228489203025,0.00459804234862002,0.00947632809889519
ENSRNOG00000012473,ENSRNOG00000012473.5,2283,117279,Cflar,NM_001033864,-0.461263746566801,4.22600211288881,1.31296215082067e-7,5.2187234114042e-7
ENSRNOG00000012331,ENSRNOG00000012331.6,2027,64044,Casp8,NM_022277,0.497195705070297,2.58085613821469,0.0000100845283727393,0.0000319132392968859
ENSRNOG00000010881,ENSRNOG00000010881.8,6037,171086,Trak2,NM_133560,-0.356796033127885,6.07548896849131,3.29886388109185e-11,1.86827813919352e-10
ENSRNOG00000010728,ENSRNOG00000010728.6,2351,501146,Stradb,NM_001109307,-0.372077514316462,3.1970659047796,0.0000120029733528246,0.0000375387373254139
ENSRNOG00000010486,ENSRNOG00000010486.8,2344,58808,Mpp4,NM_021265,1.47402858020789,-0.674406274453635,0.0000136950165657468,0.0000426477335281927
ENSRNOG00000023280,ENSRNOG00000023280.6,6302,363235,Als2,NM_001013413,0.371665531386554,5.06478819250908,2.74956045501569e-10,1.42717731742185e-9
ENSRNOG00000022899,ENSRNOG00000022899.7,1299,301440,Cdk15,NM_001431239,1.0827209526889,-0.354748012587477,0.000153660590902955,0.000409053462419079
ENSRNOG00000016119,ENSRNOG00000016119.6,2820,100360552,Fzd7,NM_001271185,-0.598806872856956,5.84551743642294,2.25725511036404e-24,2.91112417210113e-23
ENSRNOG00000022723,ENSRNOG00000022723.5,3192,501150,Kiaa2012,NM_001417482,0.786069645438619,0.499849448150596,0.000716520218037545,0.0017062583824927
ENSRNOG00000016133,ENSRNOG00000016133.5,1116,301442,Sumo1,NM_001009672,0.135017885395609,7.3860518356129,0.00765307169208756,0.0149925372246859
ENSRNOG00000016486,ENSRNOG00000016486.6,2003,60373,Nop58,NM_021754,0.22669651993188,7.50044997603157,0.00120229642853127,0.00275560219625683
ENSRNOG00000022196,ENSRNOG00000022196.4,3869,140590,Bmpr2,NM_080407,0.290458949765114,6.61886095318219,0.000123618821400825,0.000334084081852054
ENSRNOG00000022066,ENSRNOG00000022066.5,4823,363236,Fam117b,NM_001108797,0.46764248520402,5.73344948324303,3.77378320770948e-13,2.49141573293734e-12
ENSRNOG00000017340,ENSRNOG00000017340.5,1417,363237,Wdr12,NM_001393868,-0.185316512304226,4.67615563297038,0.00516356132967545,0.010522947857507
ENSRNOG00000017491,ENSRNOG00000017491.7,3663,301446,Carf,NM_001106915,-0.456785458870302,2.50909164660906,0.000863122138304357,0.00202270543026565
ENSRNOG00000021525,ENSRNOG00000021525.6,8073,689253,Nbeal1,XM_039084849,0.314013881175384,4.80235522524952,0.000280518860812769,0.000714516532483599
ENSRNOG00000017631,ENSRNOG00000017631.4,1984,316435,Cyp20a1,NM_199401,-0.373981061156666,6.32329976649616,2.62040538154236e-10,1.36268943022143e-9
ENSRNOG00000017707,ENSRNOG00000017707.7,1605,286928,Abi2,NM_001393698,-0.320918225299091,5.08301677796215,5.94962202820547e-8,2.45565822563384e-7
ENSRNOG00000046196,ENSRNOG00000046196.2,2116,64545,Icos,NM_001431817,-0.944188513598154,1.96441407211076,2.60157610594543e-9,1.24780575812315e-8
ENSRNOG00000024345,ENSRNOG00000024345.5,3612,301455,Pard3b,NM_001191808,0.323267975216473,4.50261999451181,0.000760042221836898,0.0018037017055027
ENSRNOG00000031232,ENSRNOG00000031232.5,6369,81527,Nrp2,NM_030869,-0.974075051040699,8.83220852291246,5.11769038691425e-75,2.94405226241407e-73
ENSRNOG00000011849,ENSRNOG00000011849.6,2474,301458,Ndufs1,NM_001005550,-0.386312159999864,6.07855747396572,6.39211431988669e-9,2.95204107031676e-8
ENSRNOG00000024186,ENSRNOG00000024186.4,1017,363241,Eef1b2,NM_001108799,-0.473042187155522,8.7598029430964,1.03577386232165e-17,9.22284446193153e-17
ENSRNOG00000012424,ENSRNOG00000012424.6,2876,301460,Adam23,NM_001029899,-1.30285313729686,2.53927076139389,5.66590709799554e-20,5.80148714967579e-19
ENSRNOG00000046242,ENSRNOG00000046242.2,3207,,,,-0.551205920677215,3.8875915948086,5.43973348127763e-12,3.2832592505195e-11
ENSRNOG00000013412,ENSRNOG00000013412.7,1126,81646,Creb1,NM_031017,0.214800728741847,3.58880697101804,0.0166810443166342,0.0302348017264762
ENSRNOG00000014212,ENSRNOG00000014212.6,1702,102553119,Mettl21a,NM_001399451,0.465177670273569,3.14379595663899,5.31994164800602e-8,2.20891497478154e-7
ENSRNOG00000023807,ENSRNOG00000023807.6,3097,316452,Ccnyl1,XM_008767164,-0.841432441791758,5.6956888516765,4.46052080665683e-36,9.3273997682489e-35
ENSRNOG00000014678,ENSRNOG00000014678.4,2152,317674,Fzd5,NM_173838,-0.780195166759502,2.26962367427241,1.01856665976246e-7,4.09672415751284e-7
ENSRNOG00000015020,ENSRNOG00000015020.7,2079,24479,Idh1,NM_031510,-0.319386611835129,6.05563375957691,6.07650945399332e-6,0.0000198596716337019
ENSRNOG00000015158,ENSRNOG00000015158.8,9340,316457,Pikfyve,NM_001427277,0.156755607794606,6.17253320703761,0.0139428450682092,0.0257223691318234
ENSRNOG00000011841,ENSRNOG00000011841.9,10002,25595,Map2,NM_001431749,-0.628989945699441,5.1167861008626,6.54569937781098e-9,3.01794400312509e-8
ENSRNOG00000028149,ENSRNOG00000028149.7,2972,367289,Kansl1l,NM_001431332,-0.296869340061004,4.40044937128884,0.000562345864598758,0.00136109690411962
ENSRNOG00000013557,ENSRNOG00000013557.5,5236,114515,Lancl1,NM_053723,0.254185482730103,5.233535611314,0.000078193615291302,0.000217860989228017
ENSRNOG00000027430,ENSRNOG00000027430.6,2193,301476,Ikzf2,NM_001106916,0.787469050992606,0.487590949882276,0.00256795775518117,0.00556023212835105
ENSRNOG00000014960,ENSRNOG00000014960.6,3471,64557,Bard1,NM_022622,0.338973775009545,4.88101297476682,0.000547033481477653,0.00132681458838457
ENSRNOG00000014288,ENSRNOG00000014288.8,8406,25661,Fn1,NM_019143,-0.397380987381608,13.3320016562727,1.60598501676773e-14,1.16086424778247e-13
ENSRNOG00000057887,ENSRNOG00000057887.1,191,,,,1.2557411496466,-1.12429843209932,0.00227770022943678,0.00498154850621731
ENSRNOG00000016091,ENSRNOG00000016091.4,3037,690294,Tmem169,NM_001109574,0.67330574486098,1.92942960042627,6.63674610259174e-6,0.0000215635922114675
ENSRNOG00000016105,ENSRNOG00000016105.4,2567,363247,Xrcc5,NM_177419,-0.176371970059118,6.06138662436925,0.00123408206425326,0.00282378506994672
ENSRNOG00000016957,ENSRNOG00000016957.5,1280,25662,Igfbp2,NM_013122,2.39435882360374,0.646599841074847,1.41281705482774e-30,2.41222852809504e-29
ENSRNOG00000017206,ENSRNOG00000017206.6,5866,25285,Igfbp5,NM_012817,-1.34571025103829,3.23118226648957,5.62611953773573e-27,8.27152929704859e-26
ENSRNOG00000014182,ENSRNOG00000014182.6,6113,301509,Tns1,NM_001191810,0.858699454028018,8.14109784041095,1.83722314605274e-32,3.3426852620571e-31
ENSRNOG00000014289,ENSRNOG00000014289.7,4014,301511,Arpc2,NM_001106919,-0.547082810254778,8.48237218712237,3.05457273312502e-34,5.96459103831623e-33
ENSRNOG00000014399,ENSRNOG00000014399.6,3589,301512,Aamp,NM_001106920,-0.241450582842306,7.12128950797192,0.0000255934946662324,0.0000767362045961606
ENSRNOG00000014806,ENSRNOG00000014806.7,3860,100188944,Pnkd,NM_001134750,-0.420851709590655,5.37963960268932,1.33616327213226e-11,7.82617980770668e-11
ENSRNOG00000014797,ENSRNOG00000014797.6,3712,316516,Tmbim1,NM_001007713,0.188368808327025,5.67205004269682,0.0209404328049743,0.0371155919724066
ENSRNOG00000015295,ENSRNOG00000015295.6,3629,363249,Ctdsp1,NM_001128079,-0.334406728530287,6.12678334106218,8.18355807315438e-9,3.72355920991836e-8
ENSRNOG00000022720,ENSRNOG00000022720.4,7642,100361658,Usp37,NM_001427671,0.680126768579823,4.81408997464965,3.5115112602562e-18,3.19865914009146e-17
ENSRNOG00000016361,ENSRNOG00000016361.8,2882,140693,Plcd4,NM_080688,-1.02776883094047,0.308340103128718,0.0000921194815743262,0.00025370371325913
ENSRNOG00000017129,ENSRNOG00000017129.4,3582,690512,Ttll4,NM_001427082,0.372889490032832,3.94568750877988,0.0000520852403018229,0.000148950035384586
ENSRNOG00000017188,ENSRNOG00000017188.5,2276,301517,Cyp27a1,NM_178847,0.834380935208704,0.183282402700072,0.00100132782478536,0.00232536163531395
ENSRNOG00000018325,ENSRNOG00000018325.4,2213,316530,Cnppd1,NM_199112,-0.150044344610647,5.51672422768985,0.0109251349200044,0.0206556993894417
ENSRNOG00000018639,ENSRNOG00000018639.5,1291,363253,Zfand2b,NM_001025745,-0.326280407885093,2.99328597937097,0.00162091288358997,0.00363571205599277
ENSRNOG00000018975,ENSRNOG00000018975.6,4083,363254,Atg9a,NM_001014218,-0.284207636285566,5.37913231724113,0.000257504815375866,0.00065953200819712
ENSRNOG00000019052,ENSRNOG00000019052.5,2666,363255,Ankzf1,NM_001014219,-0.445513776118646,5.53890263507945,1.17274811668068e-14,8.58900152649813e-14
ENSRNOG00000019243,ENSRNOG00000019243.5,2306,301525,Glb1l,NM_001127529,-0.378911426727189,4.28895515744134,3.01495931701023e-6,0.0000102299060134679
ENSRNOG00000019294,ENSRNOG00000019294.3,1480,286927,Stk16,NM_173142,-0.504712637160509,4.07348370848188,1.39517366264433e-9,6.83728796709122e-9
ENSRNOG00000019587,ENSRNOG00000019587.6,3614,116660,Ptprn,NM_053881,-2.58246729784806,3.79020623481957,2.4568862737813e-60,1.01982848202706e-58
ENSRNOG00000019772,ENSRNOG00000019772.5,1647,301529,Dnpep,NM_001024879,-0.361554997737664,6.14026885910045,8.20903972999042e-10,4.09831209278312e-9
ENSRNOG00000019810,ENSRNOG00000019810.4,2176,64362,Des,NM_022531,-2.32992712876942,1.61752213601856,7.00674950375645e-36,1.45639542908665e-34
ENSRNOG00000019850,ENSRNOG00000019850.8,11919,363256,Speg,NM_001108802,-0.992731530821047,4.08811087127905,2.20314312824822e-25,2.99454669902287e-24
ENSRNOG00000019946,ENSRNOG00000019946.5,1817,501167,Gmppa,NM_001025056,-0.401367472586625,3.93725459542031,0.000106520896569078,0.000290675478887426
ENSRNOG00000020038,ENSRNOG00000020038.3,2917,316533,Chpf,NM_001005906,-0.341572052056718,6.58624751332882,9.66961392744588e-6,0.0000307405474639096
ENSRNOG00000015346,ENSRNOG00000015346.7,5418,363259,Obsl1,NM_001377020,-0.894567785637125,5.26976846100509,2.65436232699466e-37,5.70543865138822e-36
ENSRNOG00000020097,ENSRNOG00000020097.4,1430,24504,Inha,NM_012590,-0.450201272848849,1.597092307772,0.0188716537564658,0.0337726355595252
ENSRNOG00000013213,ENSRNOG00000013213.6,6338,316539,Epha4,NM_001162411,0.378438151049201,5.19494261293451,0.0000290504678082727,0.0000862826241547408
ENSRNOG00000014119,ENSRNOG00000014119.5,2224,301544,Farsb,NM_001004252,-0.330815815046037,5.4146804939306,2.99060322079752e-9,1.42774528419892e-8
ENSRNOG00000014718,ENSRNOG00000014718.2,2772,114024,Acsl3,NM_057107,-0.54860754461063,6.38087684949696,3.55863469610052e-15,2.69453366612439e-14
ENSRNOG00000049873,ENSRNOG00000049873.1,2535,367304,Ap1s3,NM_001172150,0.815971496732596,4.66054037609981,2.55435484437903e-22,2.94377186720456e-21
ENSRNOG00000015080,ENSRNOG00000015080.7,1507,301549,Wdfy1,NM_001393984,-0.324909300761803,4.40465298255323,0.000038713938335068,0.000112910262077388
ENSRNOG00000015461,ENSRNOG00000015461.7,2146,29366,Serpine2,NM_019197,-1.25204431226987,5.36556028889566,7.20447525192324e-56,2.67066430194288e-54
ENSRNOG00000027719,ENSRNOG00000027719.7,699,,,,-0.235921737324928,4.64714943959145,0.00155457626633584,0.00349823816855707
ENSRNOG00000048819,ENSRNOG00000048819.1,465,316552,Rnf11l2,NM_001431270,-0.398370044376193,3.83307174726037,0.0000852450781609123,0.000236225817234237
ENSRNOG00000014597,ENSRNOG00000014597.5,5354,25467,Irs1,NM_012969,0.898105731048707,3.72655605254504,5.64943496672162e-18,5.07936228136372e-17
ENSRNOG00000054963,ENSRNOG00000054963.1,3924,316557,Rhbdd1,NM_001024891,0.308412490433726,4.14535494590582,0.0000393179467676658,0.000114517649997252
ENSRNOG00000014851,ENSRNOG00000014851.8,10929,,,,1.74203648529412,-0.241570486139593,2.121680010385e-9,1.02491190466821e-8
ENSRNOG00000029735,ENSRNOG00000029735.5,2904,501174,Pid1,NM_001110493,0.360893841343035,7.83405988620399,9.12233884828644e-13,5.85248060123291e-12
ENSRNOG00000016640,ENSRNOG00000016640.6,3790,316573,Dner,NM_001014103,0.964883943536943,4.20307967953895,9.66939137704444e-31,1.6632312909596e-29
ENSRNOG00000033747,ENSRNOG00000033747.5,1761,301570,Sp110,NM_001034137,-0.587426039505735,4.63925952738147,2.34719745773036e-14,1.67739925535947e-13
ENSRNOG00000022800,ENSRNOG00000022800.6,2708,316580,Sp140,NM_001012133,-0.268113196728972,4.48719609212338,0.0000488947145828563,0.000140405203599155
ENSRNOG00000017273,ENSRNOG00000017273.7,863,,,,-1.14149581924064,0.0300999834331362,0.0000108331432453086,0.0000341342495347633
ENSRNOG00000017359,ENSRNOG00000017359.5,1921,301575,Itm2c,NM_001009674,-0.157203241104272,7.33180195609767,0.010309660827391,0.0196309761998282
ENSRNOG00000017730,ENSRNOG00000017730.6,3078,83806,Psmd1,NM_031978,-0.316975217580506,7.78905220481692,0.0000605149727006613,0.00017181642054515
ENSRNOG00000025418,ENSRNOG00000025418.6,2717,301579,Armc9,NM_001109663,0.388236451388449,5.17974355941798,4.66364226583569e-10,2.37446699866126e-9
ENSRNOG00000018931,ENSRNOG00000018931.5,3039,367307,Dis3l2,NM_001109007,-0.293244003338202,3.16400059185382,0.00926964566295129,0.0178467389905786
ENSRNOG00000019634,ENSRNOG00000019634.9,2555,25753,Chrng,NM_019145,-0.250968730255746,6.36420417968366,0.0000900271938240801,0.000248310605472709
ENSRNOG00000023577,ENSRNOG00000023577.7,7296,100362458,Gigyf2,NM_001427666,-0.411600819067304,5.63977205812163,8.75307457749663e-9,3.96706851724136e-8
ENSRNOG00000018740,ENSRNOG00000018740.8,9345,24861,Ugt1a1,NM_012683,-0.738791554365462,4.58871173837077,8.55955408457475e-28,1.30693455758309e-26
ENSRNOG00000061524,ENSRNOG00000061524.1,567,,,,-2.02912153947157,1.74708203025222,2.01537273324255e-22,2.34799391375418e-21
ENSRNOG00000019476,ENSRNOG00000019476.7,4962,316611,Agap1,NM_001108230,0.19993503336835,6.19160244880666,0.000729978599348925,0.00173651738184171
ENSRNOG00000019495,ENSRNOG00000019495.6,1047,114500,Gbx2,NM_053708,0.506316648669247,1.28337944471329,0.00972224150920611,0.0186198585831791
