"","GeneID","Length","EntrezGene","Symbol","RefSeq","logFC","logCPM","PValue","FDR"
"ENSRNOG00000050347","ENSRNOG00000050347.3",1404,"103693432","Ptges3l","NM_001399462",-1.3182246001191,2.88019485377706,6.77666310090008e-28,1.04159265222704e-26
"ENSRNOG00000012428","ENSRNOG00000012428.5",1945,"54267","Maf","NM_019318",-1.4306733759461,3.21825450822665,7.39542623327789e-28,1.13543952711146e-26
"ENSRNOG00000032759","ENSRNOG00000032759.5",2049,"66019","Cdx2","NM_023963",-1.33329572133368,2.79878128139453,1.27748787301993e-27,1.94200568766976e-26
"ENSRNOG00000049063","ENSRNOG00000049063.2",1092,"687808","Slc16a9","NM_001421109",-4.41353007742672,-0.0993935385915081,2.36404071160425e-27,3.53942337210381e-26
"ENSRNOG00000017206","ENSRNOG00000017206.6",5866,"25285","Igfbp5","NM_012817",-1.34571025103829,3.23118226648957,5.62611953773573e-27,8.27152929704859e-26
"ENSRNOG00000003687","ENSRNOG00000003687.6",868,"84583","Rgs2","NM_053453",-1.06201468005751,3.78570313224748,7.40011210871204e-27,1.08222736577198e-25
"ENSRNOG00000014030","ENSRNOG00000014030.7",7434,"308709","Synm","NM_001134858",-1.19360598656163,2.58542081871765,7.66057907980075e-27,1.11913876040419e-25
"ENSRNOG00000002506","ENSRNOG00000002506.7",4536,"305242","Cdkl2","NM_001012035",-1.0709972974755,3.75290293827419,1.26935891366304e-26,1.82555933392368e-25
"ENSRNOG00000003069","ENSRNOG00000003069.4",2247,"25668","Cd38","NM_013127",-1.75484129271375,1.97001996469421,1.93051618095679e-26,2.75073754704882e-25
"ENSRNOG00000059166","ENSRNOG00000059166.1",5955,"498587","Ldb3","NM_001110490",-1.35252753737493,2.38775987021941,3.56885529369658e-26,5.0488377338581e-25
"ENSRNOG00000016479","ENSRNOG00000016479.7",3892,"307796","Plekhg4","NM_001135870",-2.58412239246733,0.908580630727831,4.06965966313166e-26,5.7455969011871e-25
"ENSRNOG00000037134","ENSRNOG00000037134.1",1869,"679845","Shc4","NM_001191065",-2.35277886295644,1.04755495100769,4.08732564832224e-26,5.76466762851877e-25
"ENSRNOG00000007159","ENSRNOG00000007159.3",835,"24770","Ccl2","NM_031530",-5.26469830277656,-0.358752516747951,8.98465671667216e-26,1.24687968688631e-24
"ENSRNOG00000057501","ENSRNOG00000057501.1",3834,"315789","Fam81a","NM_001108163",-1.39528090446459,3.1272315485282,1.15793309234982e-25,1.59578373681292e-24
"ENSRNOG00000001720","ENSRNOG00000001720.7",1444,"29577","Hes1","NM_024360",-1.04102464772288,4.55915220038583,1.49863860916015e-25,2.05307565982177e-24
"ENSRNOG00000052981","ENSRNOG00000052981.1",969,"108351606","Apol7al1","NR_190729",-2.41099602284768,1.21019903719961,1.92033921109792e-25,2.61785475149081e-24
"ENSRNOG00000006611","ENSRNOG00000006611.7",1763,"311111","Nostrin","NM_001024260",-1.50565400314782,2.17296154944427,3.39138988069143e-25,4.56931285771681e-24
"ENSRNOG00000020468","ENSRNOG00000020468.6",2677,"291699","Stard4","NM_001106159",-1.49542214030242,2.47850746228022,5.08100104547253e-25,6.77336523984915e-24
"ENSRNOG00000017431","ENSRNOG00000017431.6",3733,"307907","6430548M08Rikl","NM_001107436",-1.61862503213037,2.64809170857562,1.28722455022774e-24,1.68359256267523e-23
"ENSRNOG00000008170","ENSRNOG00000008170.5",2127,"296345","Jph2","NM_001037974",-1.31375459704904,4.06233291468145,1.73724237383386e-24,2.26151439162748e-23
"ENSRNOG00000012531","ENSRNOG00000012531.8",4977,"313633","Ephb2","NM_001127319",-2.01606343216367,1.78677994150044,1.8378670652808e-24,2.38802146139204e-23
"ENSRNOG00000005008","ENSRNOG00000005008.6",2328,"296269","Angpt4","NM_001106526",-2.09503144964218,1.23170543958938,2.40210366373103e-24,3.08931031483923e-23
"ENSRNOG00000018484","ENSRNOG00000018484.5",2389,"58936","Plk3","NM_022187",-1.85494603386364,1.88083621290145,3.75215718837701e-24,4.78564004228692e-23
"ENSRNOG00000037838","ENSRNOG00000037838.2",2874,"302377","P2ry10b","NM_001106939",-1.63744117249927,2.27127168593317,5.16105833751403e-24,6.55246454132734e-23
"ENSRNOG00000020030","ENSRNOG00000020030.5",1668,"290655","Crlf1","NM_001106074",-1.43946392686521,2.71680821258951,5.471426272602e-24,6.92115454775129e-23
"ENSRNOG00000016950","ENSRNOG00000016950.5",1368,"498803","Otud1","NM_001400772",-1.03324399799271,3.08155142905483,9.12198899037388e-24,1.14037200507253e-22
"ENSRNOG00000027263","ENSRNOG00000027263.5",2477,NA,NA,NA,-1.77152291822279,2.31351961533442,1.46310856742003e-23,1.81598363283001e-22
"ENSRNOG00000015260","ENSRNOG00000015260.5",3895,NA,NA,NA,-1.69757847894278,1.59717290722584,8.02119226562985e-23,9.57020736408711e-22
"ENSRNOG00000011815","ENSRNOG00000011815.8",3657,"29517","Sgk1","NM_001193568",-1.07281757239263,3.13238561637419,1.10422179412933e-22,1.30733825395466e-21
"ENSRNOG00000061524","ENSRNOG00000061524.1",567,NA,NA,NA,-2.02912153947157,1.74708203025222,2.01537273324255e-22,2.34799391375418e-21
"ENSRNOG00000045670","ENSRNOG00000045670.1",1538,"360548","Tnfsf12","NM_001001513",-1.03475313730092,3.38321884049656,2.11408773227908e-22,2.45886848324809e-21
"ENSRNOG00000003121","ENSRNOG00000003121.6",3455,"303311","Rtn4rl1","NM_181377",-1.2432472862331,2.11789104834018,2.24547233556981e-22,2.60730556619262e-21
"ENSRNOG00000012183","ENSRNOG00000012183.5",1282,"64045","Glrx","NM_022278",-1.06280522011198,3.30379488320648,2.3179002502187e-22,2.68690376831371e-21
"ENSRNOG00000009157","ENSRNOG00000009157.3",3962,"60670","Fut4","NM_022219",-1.46497690314876,2.18242760527199,2.64061403469741e-22,3.0381305375141e-21
"ENSRNOG00000013228","ENSRNOG00000013228.3",2187,NA,NA,NA,-7.02878949030239,-1.06512802226889,5.87754701889173e-22,6.59808193278663e-21
"ENSRNOG00000002652","ENSRNOG00000002652.7",4563,"303298","Rap1gap2","NM_001107019",-2.17539423812095,0.874022277284101,2.96922362298693e-21,3.21352976651763e-20
"ENSRNOG00000016975","ENSRNOG00000016975.5",1374,"282634","Pxmp4","NM_172223",-1.06593145882498,2.96555408271832,4.44425828114014e-21,4.78007733201915e-20
"ENSRNOG00000047967","ENSRNOG00000047967.2",3648,"362648","Arhgef19","NM_001108692",-1.10558998741263,3.44610807180506,4.89076240242895e-21,5.24810603307082e-20
"ENSRNOG00000000956","ENSRNOG00000000956.5",1275,"304268","Rasl11a","NM_001002829",-1.28208989036773,3.87011973661895,5.06531348575033e-21,5.42700975011148e-20
"ENSRNOG00000000001","ENSRNOG00000000001.5",1416,"311013","Arsj","NM_001047887",-1.76268773256581,1.69498343028215,5.79646223030142e-21,6.20078336118047e-20
"ENSRNOG00000047915","ENSRNOG00000047915.1",402,NA,NA,NA,-1.42929728403136,2.46130686833016,8.65815775077433e-21,9.23359223513349e-20
"ENSRNOG00000047782","ENSRNOG00000047782.2",2418,"362951","Apol7bl1","NM_001134801",-2.36102413493845,1.45483223118486,1.20780525485677e-20,1.27727017950681e-19
"ENSRNOG00000004168","ENSRNOG00000004168.7",2236,"266687","Slc35e4","NM_153316",-1.04091549001684,3.15654750269351,1.306650054778e-20,1.38074667373797e-19
"ENSRNOG00000020105","ENSRNOG00000020105.6",2714,"316624","Klhl30","NM_001399332",-1.17589845468778,3.66548126426649,1.40792358368587e-20,1.4821148492195e-19
"ENSRNOG00000012494","ENSRNOG00000012494.4",1893,"308836","Kctd14","NM_001400257",-1.36368725637939,1.94536014280325,2.51426340185054e-20,2.61694803327747e-19
"ENSRNOG00000056474","ENSRNOG00000056474.1",297,NA,NA,NA,-1.22244240627574,2.89398348456311,2.63646996579078e-20,2.73592961120684e-19
"ENSRNOG00000012521","ENSRNOG00000012521.5",959,"498528","Shisa2","NM_001191936",-2.67240825372396,0.925400653972566,3.77730365442594e-20,3.88779048737649e-19
"ENSRNOG00000012424","ENSRNOG00000012424.6",2876,"301460","Adam23","NM_001029899",-1.30285313729686,2.53927076139389,5.66590709799554e-20,5.80148714967579e-19
"ENSRNOG00000012886","ENSRNOG00000012886.4",1941,"366960","Maff","NM_001130573",-1.25314624562458,2.19731346184907,6.41443670599673e-20,6.55340828975229e-19
"ENSRNOG00000012290","ENSRNOG00000012290.4",631,NA,NA,NA,-2.92429358277001,0.388372046996886,7.88690827466155e-20,8.02231080850387e-19
"ENSRNOG00000050869","ENSRNOG00000050869.2",1139,"25695","Cebpd","NM_013154",-1.02226771731255,2.54762526577694,9.25530013540892e-20,9.37293506773625e-19
"ENSRNOG00000004854","ENSRNOG00000004854.4",4174,"25694","Has2","NM_013153",-2.25156952847306,1.29508909765259,9.78174659346054e-20,9.8772130205198e-19
"ENSRNOG00000054374","ENSRNOG00000054374.1",878,"294291","Smim29","NM_001106377",-1.27762676707542,2.16703168435279,1.22371094555304e-19,1.22849591232059e-18
"ENSRNOG00000038230","ENSRNOG00000038230.2",1901,"317270","Mageb18","NM_001044246",-1.65134781683445,1.59383136290133,1.33692087511688e-19,1.33871440335129e-18
"ENSRNOG00000052587","ENSRNOG00000052587.1",1333,NA,NA,NA,-2.00353466909523,1.35413719994086,1.76523907043385e-19,1.75309989057987e-18
"ENSRNOG00000018122","ENSRNOG00000018122.7",1650,"306771","Tspan17","NM_001013138",-1.2406183063464,2.55969563300664,1.86527364205922e-19,1.84979640726102e-18
"ENSRNOG00000005332","ENSRNOG00000005332.6",2467,"266600","Csdc2","NM_001170542",-1.28529110695728,2.29857639544178,2.05870699489206e-19,2.03145293787783e-18
"ENSRNOG00000009594","ENSRNOG00000009594.6",1834,"116490","Snai1","NM_053805",-1.12109789418194,4.07047273587938,2.62933246498449e-19,2.57983476960686e-18
"ENSRNOG00000023016","ENSRNOG00000023016.4",1486,"317297","Magea9","NM_001419558",-4.05293236038763,-0.313570606977997,2.81655865624713e-19,2.7615819809201e-18
"ENSRNOG00000032002","ENSRNOG00000032002.5",5089,"29331","Hapln1","NM_019189",-2.50119472793197,0.125879020265015,5.56852773563266e-19,5.36498043966721e-18
"ENSRNOG00000062291","ENSRNOG00000062291.1",1053,NA,NA,NA,-1.3501187289123,2.15288022339475,8.48286547086848e-19,8.06628579479565e-18
"ENSRNOG00000020777","ENSRNOG00000020777.6",6339,"246264","Zfp382","NM_001393683",-1.58762249786226,1.22916290475932,1.39725563809402e-18,1.30624087434495e-17
"ENSRNOG00000031167","ENSRNOG00000031167.4",732,NA,NA,NA,-2.05067808873242,1.24010001409351,1.43477759057578e-18,1.33861080186693e-17
"ENSRNOG00000025551","ENSRNOG00000025551.4",5118,"500853","Rgs22","XM_006241548",-4.19041348718223,-0.657516602883601,1.64814914230188e-18,1.53252446068902e-17
"ENSRNOG00000003517","ENSRNOG00000003517.7",1095,"303398","Tbx2","NM_001107033",-1.33528898435853,2.02183465597225,2.55519669767571e-18,2.34915431144403e-17
"ENSRNOG00000046779","ENSRNOG00000046779.2",2798,NA,NA,NA,-2.21598141138605,1.01383789748672,3.81935760503586e-18,3.47451271891188e-17
"ENSRNOG00000017392","ENSRNOG00000017392.6",1269,"54250","Fgf2","NM_019305",-1.90794471441189,0.659000368582372,5.14667972667738e-18,4.64628629927685e-17
"ENSRNOG00000002802","ENSRNOG00000002802.3",926,"81503","Cxcl1","NM_030845",-1.65061235514352,1.01794314819947,5.36302771852674e-18,4.83439637774088e-17
"ENSRNOG00000020694","ENSRNOG00000020694.6",3117,"313785","Icam5","NM_001172079",-1.3039114389292,1.68380019133391,1.01624224332715e-17,9.06056749934891e-17
"ENSRNOG00000019005","ENSRNOG00000019005.3",2560,"308776","Pde8a","NM_198767",-2.6070255754016,0.320675454045169,1.34469893988557e-17,1.19047931689486e-16
"ENSRNOG00000015669","ENSRNOG00000015669.3",2164,"363634","Kctd11","NM_001108831",-1.28275097417902,1.6851414312755,1.40788505555727e-17,1.24166147647876e-16
"ENSRNOG00000043102","ENSRNOG00000043102.3",7806,"360674","Bahcc1","XM_063270197",-1.18850534369722,3.34130352966814,1.51695618077104e-17,1.33445942196762e-16
"ENSRNOG00000015125","ENSRNOG00000015125.5",1213,"297592","Spsb2","NM_001009660",-1.02742314333722,3.73616723734193,1.92247792226209e-17,1.67735896250734e-16
"ENSRNOG00000060410","ENSRNOG00000060410.1",4615,"307481","Pcdh1","NM_001100689",-1.51022699511656,1.53402508693496,2.64615845450867e-17,2.28575332170145e-16
"ENSRNOG00000008880","ENSRNOG00000008880.7",4482,"315907","Nrk","NM_001191797",-2.82393664675705,-0.207795808555904,1.10262587434743e-16,9.19783701681872e-16
"ENSRNOG00000000569","ENSRNOG00000000569.6",1870,"690899","Vsir","NM_001044300",-1.57990891644967,1.03027905716109,2.13001530863785e-16,1.74427242994419e-15
"ENSRNOG00000017369","ENSRNOG00000017369.6",1095,"290553","Mustn1","NM_181368",-1.40581354744524,1.88775536934615,2.14085312843032e-16,1.75211261939539e-15
"ENSRNOG00000053232","ENSRNOG00000053232.1",3942,"306782","Ror2","NM_001107339",-4.90161543028519,-1.11939477918784,3.08449557606569e-16,2.5022496586644e-15
"ENSRNOG00000037690","ENSRNOG00000037690.2",1314,"499108","Sertad3","NM_001017513",-1.50753205487147,2.00120900704272,3.31608014710114e-16,2.68383742903737e-15
"ENSRNOG00000016656","ENSRNOG00000016656.6",1472,"309389","Nkx2-3","NM_001107594",-1.24039649210936,1.93593235649465,4.02251749912356e-16,3.23481337632535e-15
"ENSRNOG00000020828","ENSRNOG00000020828.8",2526,"25638","Pde4a","NM_001393735",-1.69541254179276,1.00217375785247,5.41053967500887e-16,4.32344219333274e-15
"ENSRNOG00000057092","ENSRNOG00000057092.1",5269,NA,NA,NA,-1.22987142193683,2.21372503395808,8.62966635462285e-16,6.78625606015265e-15
"ENSRNOG00000007607","ENSRNOG00000007607.4",2660,"79240","Nr4a1","NM_024388",-1.55607052680469,1.39346972573939,8.67669148035507e-16,6.81936795258745e-15
"ENSRNOG00000000563","ENSRNOG00000000563.7",4942,"309837","Adamts14","NM_001107636",-1.14771543007214,2.64398806746044,1.1731435639831e-15,9.15276441815511e-15
"ENSRNOG00000004516","ENSRNOG00000004516.5",2288,"498564","Itgbl1","NM_001017505",-1.25492396246758,2.97936506084698,2.26206522422368e-15,1.7326669761678e-14
"ENSRNOG00000005650","ENSRNOG00000005650.5",1561,"94203","Pgf","NM_053595",-2.25072796839728,0.275162042889317,2.43561782994177e-15,1.86046311814395e-14
"ENSRNOG00000014975","ENSRNOG00000014975.7",2202,"170955","Zfp483","NM_133422",-4.32888063134798,-0.876839687003134,2.87857269857556e-15,2.1927764776402e-14
"ENSRNOG00000049989","ENSRNOG00000049989.2",2196,"500623","Wdcp","NM_001399126",-1.13227487102119,1.58071462637072,4.69297961106741e-15,3.53221874743966e-14
"ENSRNOG00000008936","ENSRNOG00000008936.5",4339,"313022","Map3k6","NM_001107909",-1.17808183215656,2.2774024185507,4.77053929869405e-15,3.58864659995086e-14
"ENSRNOG00000011794","ENSRNOG00000011794.6",1222,"298559","Tcea3","NM_001015008",-1.50547165123235,1.08200279608994,5.56369500087149e-15,4.16721056143071e-14
"ENSRNOG00000017250","ENSRNOG00000017250.4",1432,"117533","Gmpr","NM_057188",-1.72946939478679,1.17965997697892,5.63964711234803e-15,4.22181790310978e-14
"ENSRNOG00000048449","ENSRNOG00000048449.2",2391,"29302","Itgb3","NM_153720",-3.37673930194429,-0.971490294657655,5.70508386707645e-15,4.26849879833502e-14
"ENSRNOG00000013364","ENSRNOG00000013364.6",2673,"155430","Hey2","NM_130417",-1.7248996775612,1.0483903862015,8.42951711809517e-15,6.22957491072876e-14
"ENSRNOG00000005872","ENSRNOG00000005872.7",1550,"363595","Tcf7","NM_001427430",-1.53784293252231,1.02099025649219,1.1846940174365e-14,8.66733396186786e-14
"ENSRNOG00000018711","ENSRNOG00000018711.6",2714,"363069","Ppcdc","NM_001108763",-1.18101077811354,2.16995076388747,1.1970049975363e-14,8.75278337860935e-14
"ENSRNOG00000014832","ENSRNOG00000014832.6",2641,"315994","Mapkapk3","NM_001012127",-2.55917006654407,-0.429287868769579,2.00377123143397e-14,1.43567360995352e-13
"ENSRNOG00000020407","ENSRNOG00000020407.7",3752,"362826","Atcay","NM_001040190",-3.03203103271569,-0.0933400170389137,2.58545606000836e-14,1.84291839670725e-13
"ENSRNOG00000010626","ENSRNOG00000010626.7",3779,"170897","Sphk1","NM_001270807",-1.01264911652134,2.76726999208234,3.95795934488375e-14,2.79394849070613e-13
"ENSRNOG00000019851","ENSRNOG00000019851.4",475,"25278","Cox6a2","NM_012812",-1.52975419531628,1.80978467231834,5.52687547327843e-14,3.87384234385905e-13
"ENSRNOG00000051977","ENSRNOG00000051977.1",3962,"306288","Mmrn2","NM_001107298",-3.06405180009534,-0.757230306458459,6.4920377867465e-14,4.53428775191201e-13
"ENSRNOG00000008182","ENSRNOG00000008182.8",2440,"360959","Htra3","NM_001271027",-1.42290396058196,0.906567594530633,1.10968586331324e-13,7.61241207767183e-13
"ENSRNOG00000015093","ENSRNOG00000015093.6",2736,"25434","Sparcl1","NM_012946",-3.56331301651282,-0.815084005388164,1.22111428569514e-13,8.33966919058e-13
"ENSRNOG00000027433","ENSRNOG00000027433.5",888,"286921","Akr1b8","NM_173136",-2.27650418762174,0.290714698021342,1.3642612702282e-13,9.27363647193327e-13
"ENSRNOG00000055025","ENSRNOG00000055025.1",400,"684972","Fam25a","NM_001134849",-6.27498785811918,-1.17664543635314,2.51670706454173e-13,1.67909657087616e-12
"ENSRNOG00000033741","ENSRNOG00000033741.3",2863,"295283","Ankrd34a","NM_001024980",-1.01682291193345,2.35103375709436,4.09145510937933e-13,2.69216581093664e-12
"ENSRNOG00000025454","ENSRNOG00000025454.6",1199,"299976","Rrm2b","NM_001130543",-1.36673985285203,2.09081576489089,5.27347568101326e-13,3.43834803316409e-12
"ENSRNOG00000009450","ENSRNOG00000009450.4",5518,"59266","Hcn4","NM_021658",-2.98794358122383,-0.308543290017452,5.65208335129607e-13,3.67544482093662e-12
"ENSRNOG00000022321","ENSRNOG00000022321.4",1322,"308773","Hapln3","NM_001008559",-1.93487172510882,0.877441249276142,6.17930752364343e-13,4.01452293850949e-12
"ENSRNOG00000060381","ENSRNOG00000060381.1",5193,"298069","Col15a1","NM_001100535",-1.24953943862138,2.08022540457639,6.50625188262397e-13,4.21902133305419e-12
"ENSRNOG00000007437","ENSRNOG00000007437.7",2349,"296953","Irf5","NM_001106586",-1.03887951206275,2.38701836812654,6.80794305160399e-13,4.41052908726344e-12
"ENSRNOG00000010824","ENSRNOG00000010824.8",2412,"294762","Parp8","NM_001427069",-2.52376810676506,-0.171853055556441,1.21179046342658e-12,7.71007938730892e-12
"ENSRNOG00000006588","ENSRNOG00000006588.3",2408,"29279","Meox2","NM_017149",-3.55032970749543,-1.20520328808982,1.81824614339827e-12,1.1437461221449e-11
"ENSRNOG00000012347","ENSRNOG00000012347.2",3411,"25159","Gata2","NM_033442",-1.56185661017508,1.2972804754999,1.94283306222671e-12,1.21824683739082e-11
"ENSRNOG00000020636","ENSRNOG00000020636.7",1470,"292770","Spint2","NM_001082549",-1.03808848970364,1.7432980010569,2.98681072072019e-12,1.84286354392811e-11
"ENSRNOG00000049771","ENSRNOG00000049771.1",948,"25260","Gstt1","NM_053293",-1.23198364452519,1.60447729657222,3.6655803861098e-12,2.24766061357922e-11
"ENSRNOG00000037688","ENSRNOG00000037688.3",6589,"294521","Ak9","NM_001431778",-1.50145525110426,1.02375868410977,4.90287141457528e-12,2.96956790265058e-11
"ENSRNOG00000011936","ENSRNOG00000011936.7",1630,"300982","Abhd14a","NM_001009670",-1.34716646160288,1.05073438403639,5.29664220311449e-12,3.20386769214569e-11
"ENSRNOG00000046643","ENSRNOG00000046643.2",1512,"171352","Cyp3a9","NM_147206",-2.88561610132113,-0.0850449328370959,5.56752084837662e-12,3.35454624258555e-11
"ENSRNOG00000019842","ENSRNOG00000019842.3",1331,"362572","Artn","NM_053397",-1.02808289864588,2.58752314907324,6.91695277792154e-12,4.13704198934876e-11
"ENSRNOG00000016099","ENSRNOG00000016099.2",1626,"291023","Id4","NM_175582",-1.05928480087109,2.34550798221306,8.39024005662847e-12,4.998809116678e-11
"ENSRNOG00000024256","ENSRNOG00000024256.2",402,NA,NA,NA,-1.41832093871797,1.03646901758133,8.68102503354248e-12,5.16983380863544e-11
"ENSRNOG00000003104","ENSRNOG00000003104.7",2798,"29465","Trpv2","NM_001270797",-2.26041903962065,-0.124427671600599,9.14098978672776e-12,5.43209097313304e-11
"ENSRNOG00000053537","ENSRNOG00000053537.1",649,NA,NA,NA,-1.0773676320852,3.31747481885135,9.39977773727723e-12,5.57631658320974e-11
"ENSRNOG00000008989","ENSRNOG00000008989.5",1457,"290277","Cryl1","NM_175757",-3.16879835090312,-0.652724045934171,1.02433849251189e-11,6.05088575210264e-11
"ENSRNOG00000016575","ENSRNOG00000016575.7",2894,"156767","Tnfrsf1b","NM_130426",-1.76872713105751,0.579873717781941,1.06221033555345e-11,6.26658897536723e-11
"ENSRNOG00000026702","ENSRNOG00000026702.6",2682,"315610","Jaml","NM_001429668",-3.07139165880654,-0.726953317013275,1.07320208691699e-11,6.32874254913533e-11
"ENSRNOG00000056772","ENSRNOG00000056772.1",4917,"363458","Col4a6","NM_001427260",-1.11785470177941,1.45641849127954,1.20633947483792e-11,7.08673325387839e-11
"ENSRNOG00000004717","ENSRNOG00000004717.8",2084,"314772","Epyc","NM_001108088",-1.22850432423916,1.45266924353384,1.29992741928482e-11,7.62037790315636e-11
"ENSRNOG00000004158","ENSRNOG00000004158.7",7099,"687001","Hdac9","NM_001200045",-1.35477981295258,1.01320757012296,1.47350821251239e-11,8.60156541400914e-11
"ENSRNOG00000010875","ENSRNOG00000010875.3",715,"691931","Fam241a","NM_001109651",-1.12718422349671,1.25535908861277,1.56710255596868e-11,9.1248676337462e-11
"ENSRNOG00000002844","ENSRNOG00000002844.7",1881,"302566","Usp27x","NM_001401128",-1.01194295122033,1.70406361967644,2.2837271883456e-11,1.30995423000511e-10
"ENSRNOG00000014948","ENSRNOG00000014948.5",2206,"171493","Osgin1","NM_138504",-1.34567384148951,1.03433303216678,2.33256954212567e-11,1.33741704433541e-10
"ENSRNOG00000007947","ENSRNOG00000007947.7",3686,"362378","Fam13a","NM_001100862",-1.63273546974667,0.841407420247011,2.79181288823334e-11,1.58890368975645e-10
"ENSRNOG00000009872","ENSRNOG00000009872.6",4028,"117018","Kcnh2","NM_053949",-1.12400626853244,1.43046677445851,2.88790924078972e-11,1.64022833733341e-10
"ENSRNOG00000043465","ENSRNOG00000043465.3",3026,"54323","Arc","NM_019361",-1.15086517872183,1.83369091990853,3.24445896958338e-11,1.83896889428879e-10
"ENSRNOG00000061056","ENSRNOG00000061056.1",404,NA,NA,NA,-1.22452560211823,1.39816706245372,3.43617784758295e-11,1.94207785074969e-10
"ENSRNOG00000003956","ENSRNOG00000003956.8",2298,"100363276","Arhgap6","NM_001427045",-2.30018139539162,-0.329975196376025,3.64413279356571e-11,2.05542136086229e-10
"ENSRNOG00000011946","ENSRNOG00000011946.7",1310,"24924","Ptn","NM_017066",-1.76445733436803,0.8688241097052,3.67515472396499e-11,2.07123354036791e-10
"ENSRNOG00000023116","ENSRNOG00000023116.5",2218,"362732","Agmo","NM_001135899",-1.18336765595717,1.55978417586523,5.38650141410021e-11,2.99552569615264e-10
"ENSRNOG00000046667","ENSRNOG00000046667.2",3741,"100360880","Fosb","NM_001256509",-1.3903705943277,0.991277085319957,7.49832298422061e-11,4.12199642558424e-10
"ENSRNOG00000007850","ENSRNOG00000007850.7",1634,"362787","Mok","NM_001010965",-1.1507864286493,1.86912843701686,8.39729326865979e-11,4.5943202003433e-10
"ENSRNOG00000014152","ENSRNOG00000014152.7",1875,"65199","Kcnip3","NM_032462",-1.01290528208778,1.70541119687601,8.85988472145058e-11,4.8321574263647e-10
"ENSRNOG00000015781","ENSRNOG00000015781.3",2776,"295430","Ndst3","NM_001191716",-2.88266575608967,-0.48863189027459,1.09660547433692e-10,5.93648508247052e-10
"ENSRNOG00000020981","ENSRNOG00000020981.6",1269,"408245","Prss46","NM_001008865",-2.3237989821323,-0.302167614279067,1.14216613198186e-10,6.16387359042292e-10
"ENSRNOG00000008137","ENSRNOG00000008137.6",3627,"289019","Cdk18","NM_001100506",-1.56349804756112,0.666900638373102,1.24407797451762e-10,6.68264123933059e-10
"ENSRNOG00000056212","ENSRNOG00000056212.2",1581,NA,NA,NA,-1.87469918714296,0.385478484221609,1.24996657690943e-10,6.71167181342849e-10
"ENSRNOG00000055408","ENSRNOG00000055408.1",1571,"366959","Gcat","NM_001024277",-1.23029477977324,1.41472545561806,1.29454210260107e-10,6.93758473539283e-10
"ENSRNOG00000021693","ENSRNOG00000021693.6",5460,"361153","Fam149a","NM_001427705",-1.44760132339486,0.935074444328593,1.31365290700905e-10,7.03456311424235e-10
"ENSRNOG00000004805","ENSRNOG00000004805.6",3069,"363674","Stac2","NM_001108834",-1.5073479398753,0.358312520653178,1.5556306662093e-10,8.27600289958777e-10
"ENSRNOG00000007338","ENSRNOG00000007338.8",4309,"282583","Fbln2","NM_001100490",-1.5719962114475,0.146437597944133,1.56925957781236e-10,8.3453067843462e-10
"ENSRNOG00000006806","ENSRNOG00000006806.6",2401,"500281","Setmar","NM_001025048",-2.39351796610529,-0.64384763710635,1.62991551552193e-10,8.66122986094138e-10
"ENSRNOG00000010918","ENSRNOG00000010918.5",2673,NA,NA,NA,-1.37232226397043,0.91687802646026,2.86765704302756e-10,1.48680617967592e-09
"ENSRNOG00000056656","ENSRNOG00000056656.1",6099,NA,NA,NA,-1.87969209071607,0.491743546544109,4.61457722607052e-10,2.35207715670006e-09
"ENSRNOG00000024793","ENSRNOG00000024793.5",2903,"499209","Kctd21","NM_001109151",-1.32805535418996,0.806783060719911,4.61701262239658e-10,2.35245361987895e-09
"ENSRNOG00000047864","ENSRNOG00000047864.2",1728,NA,NA,NA,-1.15427244976023,1.07556911328066,5.45129755684712e-10,2.7602917943071e-09
"ENSRNOG00000047854","ENSRNOG00000047854.2",1735,NA,NA,NA,-1.13505931696073,1.08577248273285,9.35566652780321e-10,4.65734149879582e-09
"ENSRNOG00000009331","ENSRNOG00000009331.6",2061,"25734","Hck","NM_013185",-3.02489396192416,-0.826570377657121,1.43491631187064e-09,7.02460443071135e-09
"ENSRNOG00000016437","ENSRNOG00000016437.4",1656,"116467","Tm4sf4","NM_053785",-1.98120297230389,-0.340830886948261,1.67167494666882e-09,8.16347356837496e-09
"ENSRNOG00000004540","ENSRNOG00000004540.7",823,"100912012","Clec3b","NM_001398638",-2.10540144416201,-0.517900339930595,1.74360509268734e-09,8.49976828587106e-09
"ENSRNOG00000007510","ENSRNOG00000007510.6",2514,NA,NA,NA,-1.17006385959743,1.31311279587865,1.78541697595093e-09,8.69442253410035e-09
"ENSRNOG00000019615","ENSRNOG00000019615.8",1368,"29755","Colq","NM_019274",-2.39944261215125,-0.491591737865325,1.94517659338446e-09,9.43264368334457e-09
"ENSRNOG00000021303","ENSRNOG00000021303.4",1814,"287371","Drc3","NM_001013857",-1.15543622872699,1.11172635532816,2.76565263798048e-09,1.32308516814912e-08
"ENSRNOG00000002947","ENSRNOG00000002947.8",2110,"289178","Dpt","NM_001105965",-3.07524461966382,-0.861946734179794,3.3204096265804e-09,1.57867486498322e-08
"ENSRNOG00000051915","ENSRNOG00000051915.1",2345,"308478","Spred3","NM_001415863",-1.28729802451145,1.23394269030828,3.5547414592697e-09,1.68431085411193e-08
